Order No,User Id,Vehicle Type,Platform Type,Personal or Business,Placement - Day of Month,Placement - Weekday (Mo = 1),Placement - Time,Confirmation - Day of Month,Confirmation - Weekday (Mo = 1),Confirmation - Time,Arrival at Pickup - Day of Month,Arrival at Pickup - Weekday (Mo = 1),Arrival at Pickup - Time,Pickup - Day of Month,Pickup - Weekday (Mo = 1),Pickup - Time,Arrival at Destination - Day of Month,Arrival at Destination - Weekday (Mo = 1),Arrival at Destination - Time,Distance (KM),Temperature,Precipitation in millimeters,Pickup Lat,Pickup Long,Destination Lat,Destination Long,Rider Id,Time from Pickup to Arrival
Order_No_11573,User_Id_3295,Bike,3,Business,8,5,10:30:58 AM,8,5,10:31:46 AM,8,5,10:38:36 AM,8,5,10:43:31 AM,8,5,11:20:30 AM,16,28.6,,-1.2571472,36.7950633,-1.2791500,36.89929,Rider_Id_520,2219
Order_No_24406,User_Id_2563,Bike,1,Personal,1,1,10:40:58 AM,1,1,10:42:13 AM,1,1,10:42:33 AM,1,1,11:02:33 AM,1,1,11:24:00 AM,12,24,,-1.3108386,36.7555239,-1.2665477,36.7410165,Rider_Id_179,1287
Order_No_11772,User_Id_3145,Bike,3,Business,7,1,9:28:15 AM,7,1,9:29:11 AM,7,1,9:41:05 AM,7,1,9:45:55 AM,7,1,10:06:01 AM,5,21.2,,-1.2726390,36.794723,-1.2862436,36.791017,Rider_Id_434,1206
Order_No_24152,User_Id_2956,Bike,3,Business,14,5,9:37:49 AM,14,5,10:31:55 AM,14,5,10:33:00 AM,14,5,11:09:45 AM,14,5,11:40:22 AM,9,21.6,,-1.2817540,36.8324229,-1.2584143,36.8048002,Rider_Id_300,1837
Order_No_12691,User_Id_1304,Bike,3,Business,27,2,3:36:39 PM,27,2,3:53:53 PM,27,2,4:01:56 PM,27,2,4:07:18 PM,27,2,4:07:47 PM,7,25.5,,-1.3226302,36.8719901,-1.3327654,36.8853117,Rider_Id_522,29
Order_No_3944,User_Id_2485,Bike,1,Personal,11,4,4:55:55 PM,11,4,4:58:58 PM,11,4,5:14:32 PM,11,4,5:27:23 PM,11,4,5:37:07 PM,3,23.8,,-1.2808667,36.7883545,-1.2938245,36.7913345,Rider_Id_612,584
Order_No_21601,User_Id_3109,Bike,2,Personal,10,5,10:28:05 AM,10,5,10:28:20 AM,10,5,10:43:09 AM,10,5,11:13:34 AM,10,5,11:52:58 AM,11,19.4,,-1.3107918,36.761794,-1.2916556,36.8262516,Rider_Id_452,2364
Order_No_17833,User_Id_685,Bike,3,Business,8,3,10:08:06 AM,8,3,10:09:17 AM,8,3,10:21:57 AM,8,3,10:29:41 AM,8,3,10:58:58 AM,5,,,-1.2726506,36.7960153,-1.2887076,36.8254658,Rider_Id_155,1757
Order_No_12678,User_Id_1620,Bike,1,Personal,7,5,11:07:24 AM,7,5,11:10:50 AM,7,5,11:49:05 AM,7,5,11:55:22 AM,7,5,12:26:14 PM,16,25.7,,-1.2271320,36.8374277,-1.2969741,36.7856612,Rider_Id_124,1852
Order_No_13196,User_Id_1650,Bike,1,Personal,19,7,10:57:57 AM,19,7,11:06:00 AM,19,7,11:30:43 AM,19,7,11:35:47 AM,19,7,11:48:48 AM,6,18.1,,-1.2707583,36.8237131,-1.3069436,36.8172066,Rider_Id_956,781
Order_No_5359,User_Id_2970,Bike,1,Personal,6,1,5:13:12 PM,6,1,5:13:18 PM,6,1,5:28:40 PM,6,1,5:30:48 PM,6,1,6:08:37 PM,21,22.5,,-1.3681253,36.9155298,-1.2796151,36.8910091,Rider_Id_629,2269
Order_No_24638,User_Id_585,Bike,1,Personal,6,3,7:06:22 AM,6,3,7:32:53 AM,6,3,7:44:38 AM,6,3,7:52:49 AM,6,3,8:13:08 AM,10,15.8,14,-1.2340873,36.7996694,-1.2597649,36.775631,Rider_Id_103,1219
Order_No_3083,User_Id_640,Bike,3,Business,18,4,9:16:28 AM,18,4,9:26:29 AM,18,4,9:37:20 AM,18,4,9:44:51 AM,18,4,10:05:19 AM,6,,,-1.2969741,36.7856612,-1.2962731,36.8111863,Rider_Id_778,1228
Order_No_13123,User_Id_2279,Bike,3,Business,25,5,10:18:01 AM,25,5,10:45:39 AM,25,5,11:00:28 AM,25,5,11:16:54 AM,25,5,11:29:26 AM,5,21.2,,-1.2897368,36.8226783,-1.2631940,36.797624,Rider_Id_742,752
Order_No_22784,User_Id_2113,Bike,3,Personal,24,3,3:10:13 PM,24,3,3:13:12 PM,24,3,3:22:21 PM,24,3,3:37:02 PM,24,3,3:55:45 PM,8,,,-1.2741650,36.814577,-1.2754420,36.7660207,Rider_Id_345,1123
Order_No_23481,User_Id_1500,Bike,3,Business,8,3,10:49:31 AM,8,3,11:03:38 AM,8,3,11:23:27 AM,8,3,11:29:51 AM,8,3,11:43:53 AM,6,,,-1.2770708,36.8231093,-1.2638185,36.7930057,Rider_Id_155,842
Order_No_21702,User_Id_2801,Bike,3,Business,10,1,12:55:28 PM,10,1,12:56:12 PM,10,1,1:01:46 PM,10,1,1:11:11 PM,10,1,1:35:46 PM,8,18.4,,-1.3007220,36.816865,-1.2674274,36.7870827,Rider_Id_709,1475
Order_No_7235,User_Id_2330,Bike,3,Business,19,2,11:56:08 AM,19,2,11:57:05 AM,19,2,12:13:37 PM,19,2,12:21:12 PM,19,2,12:43:21 PM,11,27.5,,-1.2890715,36.8157588,-1.2325706,36.8083923,Rider_Id_764,1329
Order_No_25419,User_Id_1207,Bike,3,Business,28,1,2:35:38 PM,28,1,2:35:46 PM,28,1,2:39:41 PM,28,1,2:49:31 PM,28,1,3:05:47 PM,8,26.1,,-1.2629666,36.8068369,-1.2745321,36.765088,Rider_Id_45,976
Order_No_23989,User_Id_2030,Bike,3,Business,11,1,12:57:49 PM,11,1,1:17:51 PM,11,1,2:09:35 PM,11,1,2:34:50 PM,11,1,2:50:29 PM,2,23.3,,-1.2970941,36.7789326,-1.2959080,36.791433,Rider_Id_616,939
Order_No_19773,User_Id_1583,Bike,3,Business,31,5,3:02:27 PM,31,5,3:22:28 PM,31,5,4:19:11 PM,31,5,4:57:11 PM,31,5,5:19:34 PM,21,23.6,,-1.3700383,36.9190174,-1.2917868,36.7872675,Rider_Id_856,1343
Order_No_26716,User_Id_2469,Bike,3,Business,21,2,11:18:26 AM,21,2,11:19:43 AM,21,2,11:57:51 AM,21,2,12:00:10 PM,21,2,12:38:19 PM,15,22.5,,-1.3039240,36.8758792,-1.3695410,36.907455,Rider_Id_697,2289
Order_No_1002,User_Id_3599,Bike,3,Business,27,2,10:25:25 AM,27,2,11:00:15 AM,27,2,11:20:03 AM,27,2,11:29:46 AM,27,2,12:12:41 PM,15,23.8,,-1.3302996,36.8707935,-1.2658003,36.8983864,Rider_Id_675,2575
Order_No_8055,User_Id_3283,Bike,3,Business,8,2,9:35:46 AM,8,2,9:58:02 AM,8,2,10:39:31 AM,8,2,10:41:59 AM,8,2,11:22:39 AM,19,23.3,,-1.2935150,36.897607,-1.2628473,36.781805,Rider_Id_457,2440
Order_No_20731,User_Id_3355,Bike,3,Business,9,2,11:18:50 AM,9,2,11:26:30 AM,9,2,11:32:33 AM,9,2,11:37:24 AM,9,2,12:06:44 PM,6,21.8,,-1.3052491,36.8223899,-1.2762450,36.8363293,Rider_Id_208,1760
Order_No_9715,User_Id_3222,Bike,3,Business,8,5,2:21:14 PM,8,5,2:22:11 PM,8,5,2:32:04 PM,8,5,2:38:52 PM,8,5,2:58:02 PM,6,27.4,,-1.2551895,36.7822034,-1.2357748,36.7900524,Rider_Id_882,1150
Order_No_14260,User_Id_478,Bike,3,Business,9,2,12:47:25 PM,9,2,12:48:14 PM,9,2,12:49:27 PM,9,2,12:58:32 PM,9,2,1:26:34 PM,15,22.1,,-1.2551895,36.7822034,-1.3216456,36.7145156,Rider_Id_651,1682
Order_No_12524,User_Id_2829,Bike,3,Business,29,1,10:20:51 AM,29,1,10:24:45 AM,29,1,10:24:48 AM,29,1,10:37:33 AM,29,1,10:57:44 AM,6,,,-1.2571472,36.7950633,-1.3012902,36.80964,Rider_Id_291,1211
Order_No_27276,User_Id_2521,Bike,3,Business,25,5,1:03:36 PM,25,5,1:06:01 PM,25,5,1:19:21 PM,25,5,1:24:47 PM,25,5,1:36:53 PM,5,26.2,,-1.3167113,36.8301563,-1.3077869,36.8443207,Rider_Id_436,726
Order_No_25041,User_Id_2523,Bike,3,Business,22,4,11:39:11 AM,22,4,12:06:33 PM,22,4,12:07:37 PM,22,4,12:09:10 PM,22,4,1:06:27 PM,8,22.5,,-1.2551895,36.7822034,-1.2989934,36.8136694,Rider_Id_829,3437
Order_No_9103,User_Id_635,Bike,3,Business,17,5,1:25:58 PM,17,5,1:26:26 PM,17,5,1:27:02 PM,17,5,1:50:54 PM,17,5,2:08:55 PM,10,,,-1.3081376,36.8329772,-1.2602337,36.7990548,Rider_Id_206,1081
Order_No_22359,User_Id_3214,Bike,3,Business,8,5,9:59:05 AM,8,5,10:00:16 AM,8,5,10:14:46 AM,8,5,10:19:52 AM,8,5,10:43:40 AM,10,20.4,,-1.3102256,36.8432368,-1.2897950,36.7957132,Rider_Id_148,1428
Order_No_18185,User_Id_635,Bike,3,Business,8,5,9:00:53 AM,8,5,9:02:34 AM,8,5,9:13:14 AM,8,5,9:23:12 AM,8,5,9:35:00 AM,7,23,,-1.2602337,36.7990548,-1.3081376,36.8329772,Rider_Id_119,708
Order_No_16275,User_Id_2154,Bike,3,Business,4,4,12:36:07 PM,4,4,12:36:50 PM,4,4,12:55:21 PM,4,4,1:21:32 PM,4,4,1:36:53 PM,6,25.4,,-1.2859912,36.8756811,-1.2765736,36.8513646,Rider_Id_448,921
Order_No_13224,User_Id_2330,Bike,3,Business,27,6,10:59:28 AM,27,6,11:02:48 AM,27,6,11:14:29 AM,27,6,11:26:49 AM,27,6,11:44:56 AM,9,,,-1.2645318,36.7981775,-1.2326041,36.8009029,Rider_Id_96,1087
Order_No_11969,User_Id_2523,Bike,3,Business,21,4,11:22:49 AM,21,4,11:24:11 AM,21,4,11:37:09 AM,21,4,11:38:37 AM,21,4,12:19:44 PM,7,28.2,,-1.2551895,36.7822034,-1.2897399,36.8270975,Rider_Id_682,2467
Order_No_12443,User_Id_1255,Bike,1,Personal,15,1,1:46:56 PM,15,1,1:48:53 PM,15,1,2:19:01 PM,15,1,2:23:50 PM,15,1,2:42:17 PM,11,,,-1.2833895,36.8212908,-1.2218778,36.8206017,Rider_Id_832,1107
Order_No_9026,User_Id_2960,Bike,1,Personal,28,4,11:50:38 AM,28,4,11:50:42 AM,28,4,11:50:50 AM,28,4,11:59:27 AM,28,4,12:10:46 PM,3,,,-1.2763916,36.8246826,-1.2876659,36.8179934,Rider_Id_698,679
Order_No_9489,User_Id_1578,Bike,3,Business,28,2,12:33:43 PM,28,2,1:13:07 PM,28,2,1:40:31 PM,28,2,1:46:47 PM,28,2,2:26:11 PM,9,19.4,,-1.2859912,36.8756811,-1.2908940,36.822971,Rider_Id_447,2364
Order_No_13203,User_Id_1724,Bike,3,Business,6,4,5:11:33 PM,6,4,5:21:13 PM,6,4,5:30:51 PM,6,4,5:39:12 PM,6,4,6:19:23 PM,14,22.4,,-1.2551895,36.7822034,-1.3271684,36.8173021,Rider_Id_38,2411
Order_No_25373,User_Id_571,Bike,3,Business,18,5,4:06:08 PM,18,5,4:06:12 PM,18,5,4:07:56 PM,18,5,4:30:13 PM,18,5,5:26:19 PM,18,27.1,,-1.3236332,36.701152,-1.2651740,36.8094022,Rider_Id_831,3366
Order_No_21207,User_Id_3091,Bike,3,Business,13,2,3:00:37 PM,13,2,3:03:04 PM,13,2,3:27:11 PM,13,2,3:41:30 PM,13,2,4:17:52 PM,10,26.3,,-1.3012008,36.764868,-1.2589600,36.8016691,Rider_Id_328,2182
Order_No_23165,User_Id_1721,Bike,3,Business,11,4,3:14:45 PM,11,4,3:16:19 PM,11,4,3:36:59 PM,11,4,3:42:43 PM,11,4,4:21:36 PM,9,27.2,,-1.2571472,36.7950633,-1.2295205,36.8120426,Rider_Id_933,2333
Order_No_7513,User_Id_2174,Bike,3,Business,12,2,10:31:36 AM,12,2,10:31:44 AM,12,2,10:34:50 AM,12,2,10:51:47 AM,12,2,12:23:03 PM,15,28.2,,-1.2482781,36.884092,-1.2140710,36.7985052,Rider_Id_12,5476
Order_No_25126,User_Id_391,Bike,3,Business,11,2,11:51:02 AM,11,2,1:31:21 PM,11,2,1:57:29 PM,11,2,2:06:30 PM,11,2,2:57:59 PM,5,22.2,,-1.2599563,36.7993439,-1.2867454,36.8259017,Rider_Id_47,3089
Order_No_5631,User_Id_1209,Bike,3,Business,18,4,10:24:48 AM,18,4,10:25:26 AM,18,4,10:31:23 AM,18,4,10:43:53 AM,18,4,11:02:14 AM,9,,,-1.2638185,36.7930057,-1.3004062,36.829741,Rider_Id_855,1101
Order_No_13711,User_Id_1389,Bike,3,Business,13,3,12:41:12 PM,13,3,12:47:39 PM,13,3,12:54:23 PM,13,3,1:02:22 PM,13,3,1:33:24 PM,15,24.7,,-1.2551895,36.7822034,-1.2075460,36.7913976,Rider_Id_576,1862
Order_No_5836,User_Id_3105,Bike,3,Personal,3,1,5:52:58 PM,3,1,6:09:39 PM,3,1,6:24:42 PM,3,1,6:29:25 PM,3,1,6:48:35 PM,7,17.6,,-1.2793172,36.8276567,-1.2565220,36.7864132,Rider_Id_341,1150
Order_No_25122,User_Id_661,Bike,3,Business,11,1,10:51:25 AM,11,1,11:07:07 AM,11,1,11:22:09 AM,11,1,11:36:20 AM,11,1,12:16:55 PM,4,18.3,,-1.2963097,36.7688221,-1.2950044,36.7512209,Rider_Id_140,2435
Order_No_10584,User_Id_1389,Bike,3,Business,25,4,1:31:05 PM,25,4,1:41:11 PM,25,4,1:55:26 PM,25,4,1:59:56 PM,25,4,3:14:24 PM,31,21,,-1.3165542,36.700067,-1.2075460,36.7913976,Rider_Id_936,4468
Order_No_11989,User_Id_346,Bike,3,Business,21,4,12:30:55 PM,21,4,12:35:14 PM,21,4,12:48:32 PM,21,4,12:54:23 PM,21,4,1:13:23 PM,5,25.3,,-1.2584143,36.8048002,-1.2887800,36.8168312,Rider_Id_831,1140
Order_No_3573,User_Id_3326,Bike,3,Business,17,5,3:40:52 PM,17,5,3:41:56 PM,17,5,3:50:56 PM,17,5,3:54:59 PM,17,5,4:27:07 PM,3,,,-1.2551895,36.7822034,-1.2575407,36.7868197,Rider_Id_147,1928
Order_No_15780,User_Id_2190,Bike,3,Business,26,3,12:07:22 PM,26,3,12:07:51 PM,26,3,12:21:46 PM,26,3,12:24:56 PM,26,3,12:37:40 PM,5,23.8,,-1.3019530,36.788458,-1.2869041,36.8240057,Rider_Id_726,764
Order_No_7101,User_Id_3496,Bike,3,Business,30,2,4:04:10 PM,30,2,4:14:10 PM,30,2,4:25:03 PM,30,2,4:39:47 PM,30,2,5:14:14 PM,17,,,-1.3009210,36.828195,-1.3297531,36.7063699,Rider_Id_299,2067
Order_No_1562,User_Id_3404,Bike,3,Business,7,4,3:16:56 PM,7,4,3:24:21 PM,7,4,3:42:37 PM,7,4,3:49:27 PM,7,4,4:25:24 PM,8,27.7,,-1.2793950,36.825364,-1.2765492,36.7669809,Rider_Id_411,2157
Order_No_12230,User_Id_393,Bike,3,Business,7,4,12:19:51 PM,7,4,12:20:03 PM,7,4,12:20:06 PM,7,4,12:39:29 PM,7,4,12:39:32 PM,4,27.5,,-1.3167113,36.8301563,-1.3004062,36.829741,Rider_Id_39,3
Order_No_21639,User_Id_1927,Bike,3,Business,2,2,3:36:41 PM,2,2,3:41:06 PM,2,2,3:51:04 PM,2,2,4:44:16 PM,2,2,4:44:28 PM,14,28.6,,-1.3472066,36.7692638,-1.3263105,36.8622904,Rider_Id_947,12
Order_No_1847,User_Id_2216,Bike,3,Business,25,2,11:42:04 AM,25,2,11:42:17 AM,25,2,11:50:32 AM,25,2,11:52:44 AM,25,2,12:28:31 PM,4,24,,-1.2551895,36.7822034,-1.2754242,36.8139279,Rider_Id_215,2147
Order_No_21612,User_Id_1186,Bike,3,Personal,20,3,4:09:06 PM,20,3,4:20:21 PM,20,3,4:29:04 PM,20,3,4:39:49 PM,20,3,5:28:42 PM,11,21.5,,-1.3009210,36.828195,-1.2748070,36.771931,Rider_Id_312,2933
Order_No_16831,User_Id_517,Bike,3,Business,7,5,8:56:12 AM,7,5,8:56:25 AM,7,5,8:58:50 AM,7,5,9:03:27 AM,7,5,9:36:42 AM,14,20.8,0.9,-1.3177547,36.8303703,-1.3063780,36.7519845,Rider_Id_523,1995
Order_No_3232,User_Id_186,Bike,3,Business,9,4,12:24:21 PM,9,4,12:26:06 PM,9,4,12:32:25 PM,9,4,12:41:40 PM,9,4,1:00:34 PM,8,,,-1.2571472,36.7950633,-1.3040780,36.83014,Rider_Id_383,1134
Order_No_11987,User_Id_44,Bike,1,Personal,12,4,11:44:31 AM,12,4,11:45:00 AM,12,4,11:51:34 AM,12,4,12:01:32 PM,12,4,12:21:40 PM,15,18.9,,-1.2536725,36.6804915,-1.2560455,36.7800867,Rider_Id_735,1208
Order_No_24430,User_Id_265,Bike,3,Business,27,1,12:28:54 PM,27,1,12:29:18 PM,27,1,12:33:32 PM,27,1,1:46:55 PM,27,1,1:47:12 PM,21,,,-1.3009210,36.828195,-1.2434951,36.6760986,Rider_Id_927,17
Order_No_11827,User_Id_393,Bike,3,Business,20,4,8:51:34 AM,20,4,9:01:41 AM,20,4,9:03:01 AM,20,4,9:29:45 AM,20,4,10:38:48 AM,11,18.5,0.2,-1.3167113,36.8301563,-1.2574219,36.7927073,Rider_Id_188,4143
Order_No_10361,User_Id_3222,Bike,3,Business,25,1,4:25:35 PM,25,1,4:26:42 PM,25,1,4:27:41 PM,25,1,4:28:54 PM,25,1,4:54:07 PM,7,27.8,,-1.2551895,36.7822034,-1.2545163,36.8243717,Rider_Id_468,1513
Order_No_12862,User_Id_2403,Bike,2,Personal,9,6,12:53:13 PM,9,6,12:53:19 PM,9,6,1:15:35 PM,9,6,1:23:05 PM,9,6,2:15:23 PM,14,17.4,,-1.3046156,36.7658572,-1.2696795,36.8640088,Rider_Id_6,3138
Order_No_14416,User_Id_1304,Bike,3,Business,24,2,3:41:48 PM,24,2,3:41:59 PM,24,2,3:47:55 PM,24,2,3:50:52 PM,24,2,3:56:47 PM,3,18.4,,-1.2551895,36.7822034,-1.2562249,36.7868661,Rider_Id_519,355
Order_No_26774,User_Id_552,Bike,3,Business,12,4,1:41:59 PM,12,4,1:42:11 PM,12,4,1:47:26 PM,12,4,2:21:40 PM,12,4,2:44:42 PM,18,21.7,,-1.2799394,36.8192374,-1.3562374,36.9042954,Rider_Id_906,1382
Order_No_23709,User_Id_2733,Bike,3,Business,28,5,3:16:37 PM,28,5,3:29:06 PM,28,5,3:37:09 PM,28,5,3:43:23 PM,28,5,3:54:46 PM,2,25.6,,-1.3282590,36.860975,-1.3332749,36.8708147,Rider_Id_932,683
Order_No_8559,User_Id_393,Bike,3,Business,1,4,12:22:48 PM,1,4,12:22:55 PM,1,4,12:26:59 PM,1,4,12:39:20 PM,1,4,1:03:08 PM,10,,,-1.3177547,36.8303703,-1.2574219,36.7927073,Rider_Id_761,1428
Order_No_18960,User_Id_640,Bike,3,Business,27,3,2:57:32 PM,27,3,2:58:06 PM,27,3,3:09:06 PM,27,3,3:11:41 PM,27,3,3:26:00 PM,6,29.1,,-1.2969741,36.7856612,-1.2835900,36.823092,Rider_Id_812,859
Order_No_18154,User_Id_2477,Bike,2,Personal,24,5,12:45:27 PM,24,5,12:45:46 PM,24,5,1:00:45 PM,24,5,1:15:13 PM,24,5,1:34:28 PM,17,21,,-1.2889751,36.8154048,-1.3610501,36.7520889,Rider_Id_249,1155
Order_No_4492,User_Id_3147,Bike,3,Business,17,1,8:58:35 AM,17,1,8:58:51 AM,17,1,8:58:53 AM,17,1,9:27:49 AM,17,1,9:39:48 AM,14,19.1,,-1.3226302,36.8719901,-1.3472066,36.7692638,Rider_Id_345,719
Order_No_4348,User_Id_635,Bike,3,Business,12,4,11:02:39 AM,12,4,11:03:05 AM,12,4,11:14:35 AM,12,4,11:20:48 AM,12,4,11:48:49 AM,8,18.9,,-1.2599563,36.7993439,-1.2443443,36.8085667,Rider_Id_519,1681
Order_No_19666,User_Id_2423,Bike,3,Business,10,3,3:16:27 PM,10,3,3:20:24 PM,10,3,3:22:25 PM,10,3,3:28:56 PM,10,3,3:58:27 PM,10,30.8,,-1.2551895,36.7822034,-1.3126476,36.831455,Rider_Id_548,1771
Order_No_6934,User_Id_3647,Bike,3,Business,6,4,1:32:48 PM,6,4,2:13:52 PM,6,4,2:29:52 PM,6,4,2:33:23 PM,6,4,3:07:06 PM,8,,,-1.2726390,36.794723,-1.2653185,36.8358841,Rider_Id_447,2023
Order_No_488,User_Id_533,Bike,3,Business,31,3,12:07:00 PM,31,3,12:07:58 PM,31,3,12:15:19 PM,31,3,12:23:56 PM,31,3,12:42:23 PM,7,24.8,,-1.2571472,36.7950633,-1.2765492,36.7669809,Rider_Id_937,1107
Order_No_12056,User_Id_3182,Bike,2,Personal,27,7,5:36:47 PM,27,7,5:36:57 PM,27,7,5:53:27 PM,27,7,5:57:52 PM,27,7,6:09:11 PM,1,22.1,,-1.2940420,36.766291,-1.2901669,36.7685878,Rider_Id_148,679
Order_No_1144,User_Id_198,Bike,3,Business,21,4,11:58:06 AM,21,4,11:58:35 AM,21,4,12:27:14 PM,21,4,1:06:24 PM,21,4,1:48:39 PM,24,25.4,,-1.2261753,36.8077307,-1.3396256,36.8863135,Rider_Id_91,2535
Order_No_25972,User_Id_1789,Bike,3,Business,20,1,12:25:54 PM,20,1,12:26:19 PM,20,1,12:41:12 PM,20,1,12:42:42 PM,20,1,1:10:28 PM,13,,,-1.2917868,36.7872675,-1.3324540,36.8835186,Rider_Id_158,1666
Order_No_8395,User_Id_2956,Bike,3,Business,13,1,9:33:52 AM,13,1,9:34:01 AM,13,1,9:49:06 AM,13,1,9:54:07 AM,13,1,9:57:10 AM,2,15.2,,-1.2584143,36.8048002,-1.2571472,36.7950633,Rider_Id_520,183
Order_No_26205,User_Id_2801,Bike,3,Business,21,4,3:29:47 PM,21,4,3:30:39 PM,21,4,3:51:00 PM,21,4,4:05:14 PM,21,4,4:32:59 PM,9,26.3,,-1.3077260,36.839117,-1.2595422,36.7871178,Rider_Id_953,1665
Order_No_7258,User_Id_173,Bike,3,Business,30,5,6:41:35 PM,30,5,6:41:56 PM,30,5,6:49:03 PM,30,5,6:59:29 PM,30,5,7:05:55 PM,2,22,,-1.2993231,36.7753372,-1.2963097,36.7688221,Rider_Id_539,386
Order_No_6486,User_Id_3486,Bike,3,Business,19,3,2:44:24 PM,19,3,2:44:42 PM,19,3,2:58:40 PM,19,3,3:00:19 PM,19,3,3:09:11 PM,4,24.6,,-1.2551895,36.7822034,-1.2695340,36.80697,Rider_Id_915,532
Order_No_25915,User_Id_440,Bike,1,Personal,5,5,6:42:19 PM,5,5,6:44:35 PM,5,5,6:59:26 PM,5,5,7:01:35 PM,5,5,7:23:43 PM,12,25,,-1.3222489,36.7867025,-1.2724885,36.7856999,Rider_Id_328,1328
Order_No_16528,User_Id_3560,Bike,3,Business,9,4,1:19:56 PM,9,4,1:22:50 PM,9,4,1:31:59 PM,9,4,1:55:54 PM,9,4,1:55:57 PM,1,,,-1.2908940,36.822971,-1.2793950,36.825364,Rider_Id_843,3
Order_No_27181,User_Id_1927,Bike,3,Business,29,5,12:44:38 PM,29,5,12:49:04 PM,29,5,1:39:42 PM,29,5,1:53:42 PM,29,5,2:35:40 PM,15,28.8,,-1.3472066,36.7692638,-1.2591019,36.800577,Rider_Id_500,2518
Order_No_14621,User_Id_2212,Bike,3,Business,27,3,12:27:52 PM,27,3,12:28:49 PM,27,3,12:37:11 PM,27,3,12:46:09 PM,27,3,1:16:05 PM,14,25.9,,-1.2571472,36.7950633,-1.3291155,36.8861,Rider_Id_922,1796
Order_No_8917,User_Id_3201,Bike,3,Business,26,3,12:54:55 PM,26,3,12:55:13 PM,26,3,1:04:56 PM,26,3,1:07:09 PM,26,3,1:50:06 PM,15,23.8,,-1.2649605,36.7981777,-1.3377840,36.7586518,Rider_Id_914,2577
Order_No_324,User_Id_3283,Bike,3,Business,5,3,9:59:03 AM,5,3,10:06:38 AM,5,3,10:17:02 AM,5,3,10:23:32 AM,5,3,10:58:52 AM,10,17.8,,-1.2628473,36.781805,-1.3003370,36.829327,Rider_Id_175,2120
Order_No_5533,User_Id_3149,Bike,3,Business,15,1,1:33:47 PM,15,1,1:34:04 PM,15,1,1:34:18 PM,15,1,2:05:34 PM,15,1,2:09:06 PM,6,,,-1.3004062,36.829741,-1.3167113,36.8301563,Rider_Id_41,212
Order_No_2759,User_Id_3355,Bike,3,Business,4,2,5:07:37 PM,4,2,5:09:36 PM,4,2,6:09:31 PM,4,2,6:14:13 PM,4,2,7:37:56 PM,11,22.3,,-1.3052491,36.8223899,-1.2388740,36.807889,Rider_Id_267,5023
Order_No_19947,User_Id_1576,Bike,3,Business,18,5,3:20:56 PM,18,5,3:29:41 PM,18,5,3:44:04 PM,18,5,3:45:48 PM,18,5,4:00:38 PM,8,24.2,,-1.3100609,36.8205365,-1.3332749,36.8708147,Rider_Id_192,890
Order_No_8802,User_Id_136,Bike,3,Business,4,2,4:45:00 PM,4,2,4:52:45 PM,4,2,5:34:10 PM,4,2,6:25:32 PM,4,2,6:26:01 PM,9,22.6,,-1.2654716,36.7983635,-1.2313147,36.8016863,Rider_Id_739,29
Order_No_20186,User_Id_3486,Bike,3,Business,5,2,10:21:15 AM,5,2,10:21:46 AM,5,2,10:24:52 AM,5,2,10:26:42 AM,5,2,11:00:16 AM,16,18.2,,-1.2551895,36.7822034,-1.3165542,36.700067,Rider_Id_854,2014
Order_No_2025,User_Id_2523,Bike,3,Business,18,4,5:00:06 PM,18,4,5:00:21 PM,18,4,5:04:23 PM,18,4,5:09:35 PM,18,4,5:29:24 PM,4,,,-1.2551895,36.7822034,-1.2633049,36.8031251,Rider_Id_168,1189
Order_No_22240,User_Id_2195,Bike,3,Business,17,3,12:56:20 PM,17,3,12:56:32 PM,17,3,1:11:23 PM,17,3,1:20:29 PM,17,3,1:31:12 PM,6,,,-1.2296618,36.8438272,-1.2289110,36.881876,Rider_Id_8,643
Order_No_3354,User_Id_2856,Bike,1,Personal,2,2,1:48:37 PM,2,2,1:49:26 PM,2,2,1:53:49 PM,2,2,2:05:39 PM,2,2,2:32:27 PM,13,26,,-1.3283152,36.862882,-1.3104166,36.8968337,Rider_Id_543,1608
Order_No_13262,User_Id_2532,Bike,3,Business,24,4,1:59:36 PM,24,4,2:00:01 PM,24,4,2:14:46 PM,24,4,2:21:21 PM,24,4,2:46:27 PM,8,28.3,,-1.2551895,36.7822034,-1.3047132,36.8089553,Rider_Id_436,1506
Order_No_11124,User_Id_3222,Bike,3,Business,20,3,9:38:52 AM,20,3,9:39:17 AM,20,3,9:39:51 AM,20,3,9:46:23 AM,20,3,10:10:05 AM,10,20.9,,-1.2551895,36.7822034,-1.3073760,36.813404,Rider_Id_576,1422
Order_No_36,User_Id_1329,Bike,3,Business,13,6,12:20:55 PM,13,6,12:23:29 PM,13,6,12:28:37 PM,13,6,12:31:11 PM,13,6,12:52:35 PM,7,26.1,,-1.2730560,36.811298,-1.2756120,36.7637978,Rider_Id_660,1284
Order_No_24728,User_Id_1075,Bike,3,Business,7,4,1:01:22 PM,7,4,1:02:11 PM,7,4,1:12:47 PM,7,4,1:19:56 PM,7,4,1:28:09 PM,2,27.5,,-1.2679657,36.8081617,-1.2527958,36.8003131,Rider_Id_658,493
